os_major_version,feature_release_version,release_full_name,release_date,release_date_format,build_number,full_version,kb
Windows 10,1809,Version 1809 (OS build 17763),2019-06-26,June 2019,10.0.17763.593,Windows 10 - Version 1809 (OS build 17763),KB4509479
Windows 10,1809,Version 1809 (OS build 17763),2019-06-18,June 2019,10.0.17763.592,Windows 10 - Version 1809 (OS build 17763),KB4501371
Windows 10,1809,Version 1809 (OS build 17763),2019-06-11,June 2019,10.0.17763.557,Windows 10 - Version 1809 (OS build 17763),KB4503327
Windows 10,1809,Version 1809 (OS build 17763),2019-05-21,May 2019,10.0.17763.529,Windows 10 - Version 1809 (OS build 17763),KB4497934
Windows 10,1809,Version 1809 (OS build 17763),2019-05-19,May 2019,10.0.17763.504,Windows 10 - Version 1809 (OS build 17763),KB4505056
Windows 10,1809,Version 1809 (OS build 17763),2019-05-14,May 2019,10.0.17763.503,Windows 10 - Version 1809 (OS build 17763),KB4494441
Windows 10,1809,Version 1809 (OS build 17763),2019-05-03,May 2019,10.0.17763.475,Windows 10 - Version 1809 (OS build 17763),KB4495667
Windows 10,1809,Version 1809 (OS build 17763),2019-05-01,May 2019,10.0.17763.439,Windows 10 - Version 1809 (OS build 17763),KB4501835
Windows 10,1809,Version 1809 (OS build 17763),2019-04-09,April 2019,10.0.17763.437,Windows 10 - Version 1809 (OS build 17763),KB4493509
Windows 10,1809,Version 1809 (OS build 17763),2019-04-02,April 2019,10.0.17763.404,Windows 10 - Version 1809 (OS build 17763),KB4490481
Windows 10,1809,Version 1809 (OS build 17763),2019-03-12,March 2019,10.0.17763.379,Windows 10 - Version 1809 (OS build 17763),KB4489899
Windows 10,1809,Version 1809 (OS build 17763),2019-03-01,March 2019,10.0.17763.348,Windows 10 - Version 1809 (OS build 17763),KB4482887
Windows 10,1809,Version 1809 (OS build 17763),2019-02-12,February 2019,10.0.17763.316,Windows 10 - Version 1809 (OS build 17763),KB4487044
Windows 10,1809,Version 1809 (OS build 17763),2019-01-22,January 2019,10.0.17763.292,Windows 10 - Version 1809 (OS build 17763),KB4476976
Windows 10,1809,Version 1809 (OS build 17763),2019-01-08,January 2019,10.0.17763.253,Windows 10 - Version 1809 (OS build 17763),KB4480116
Windows 10,1809,Version 1809 (OS build 17763),2018-12-19,December 2018,10.0.17763.195,Windows 10 - Version 1809 (OS build 17763),KB4483235
Windows 10,1809,Version 1809 (OS build 17763),2018-12-11,December 2018,10.0.17763.194,Windows 10 - Version 1809 (OS build 17763),KB4471332
Windows 10,1809,Version 1809 (OS build 17763),2018-12-05,December 2018,10.0.17763.168,Windows 10 - Version 1809 (OS build 17763),KB4469342
Windows 10,1809,Version 1809 (OS build 17763),2018-11-13,November 2018,10.0.17763.134,Windows 10 - Version 1809 (OS build 17763),KB4467708
Windows 10,1809,Version 1809 (OS build 17763),2018-11-13,November 2018,10.0.17763.107,Windows 10 - Version 1809 (OS build 17763),KB4464455
Windows 10,1809,Version 1809 (OS build 17763),2018-10-09,October 2018,10.0.17763.55,Windows 10 - Version 1809 (OS build 17763),KB4464330
Windows 10,1809,Version 1809 (OS build 17763),2018-10-02,October 2018,10.0.17763.1,Windows 10 - Version 1809 (OS build 17763),
Windows 10,1803,Version 1803 (OS build 17134),2021-05-11,May 2021,10.0.17134.2208,Windows 10 - Version 1803 (OS build 17134),KB5003174
Windows 10,1803,Version 1803 (OS build 17134),2021-04-13,April 2021,10.0.17134.2145,Windows 10 - Version 1803 (OS build 17134),KB5001339
Windows 10,1803,Version 1803 (OS build 17134),2021-03-18,March 2021,10.0.17134.2090,Windows 10 - Version 1803 (OS build 17134),KB5001634
Windows 10,1803,Version 1803 (OS build 17134),2021-03-15,March 2021,10.0.17134.2088,Windows 10 - Version 1803 (OS build 17134),KB5001565
Windows 10,1803,Version 1803 (OS build 17134),2021-03-09,March 2021,10.0.17134.2087,Windows 10 - Version 1803 (OS build 17134),KB5000809
Windows 10,1803,Version 1803 (OS build 17134),2021-02-09,February 2021,10.0.17134.2026,Windows 10 - Version 1803 (OS build 17134),KB4601354
Windows 10,1803,Version 1803 (OS build 17134),2021-01-12,January 2021,10.0.17134.1967,Windows 10 - Version 1803 (OS build 17134),KB4598245
Windows 10,1803,Version 1803 (OS build 17134),2020-12-08,December 2020,10.0.17134.1902,Windows 10 - Version 1803 (OS build 17134),KB4592446
Windows 10,1803,Version 1803 (OS build 17134),2020-11-10,November 2020,10.0.17134.1845,Windows 10 - Version 1803 (OS build 17134),KB4586785
Windows 10,1803,Version 1803 (OS build 17134),2020-10-13,October 2020,10.0.17134.1792,Windows 10 - Version 1803 (OS build 17134),KB4580330
Windows 10,1803,Version 1803 (OS build 17134),2020-09-08,September 2020,10.0.17134.1726,Windows 10 - Version 1803 (OS build 17134),KB4577032
Windows 10,1803,Version 1803 (OS build 17134),2020-08-11,August 2020,10.0.17134.1667,Windows 10 - Version 1803 (OS build 17134),KB4571709
Windows 10,1803,Version 1803 (OS build 17134),2020-07-14,July 2020,10.0.17134.1610,Windows 10 - Version 1803 (OS build 17134),KB4565489
Windows 10,1803,Version 1803 (OS build 17134),2020-06-16,June 2020,10.0.17134.1553,Windows 10 - Version 1803 (OS build 17134),KB4567514
Windows 10,1803,Version 1803 (OS build 17134),2020-06-09,June 2020,10.0.17134.1550,Windows 10 - Version 1803 (OS build 17134),KB4561621
Windows 10,1803,Version 1803 (OS build 17134),2020-05-12,May 2020,10.0.17134.1488,Windows 10 - Version 1803 (OS build 17134),KB4556807
Windows 10,1803,Version 1803 (OS build 17134),2020-04-21,April 2020,10.0.17134.1456,Windows 10 - Version 1803 (OS build 17134),KB4550944
Windows 10,1803,Version 1803 (OS build 17134),2020-04-14,April 2020,10.0.17134.1425,Windows 10 - Version 1803 (OS build 17134),KB4550922
Windows 10,1803,Version 1803 (OS build 17134),2020-03-30,March 2020,10.0.17134.1401,Windows 10 - Version 1803 (OS build 17134),KB4554349
Windows 10,1803,Version 1803 (OS build 17134),2020-03-17,March 2020,10.0.17134.1399,Windows 10 - Version 1803 (OS build 17134),KB4541333
Windows 10,1803,Version 1803 (OS build 17134),2020-03-10,March 2020,10.0.17134.1365,Windows 10 - Version 1803 (OS build 17134),KB4540689
Windows 10,1803,Version 1803 (OS build 17134),2020-02-25,February 2020,10.0.17134.1345,Windows 10 - Version 1803 (OS build 17134),KB4537795
Windows 10,1803,Version 1803 (OS build 17134),2020-02-11,February 2020,10.0.17134.1304,Windows 10 - Version 1803 (OS build 17134),KB4537762
Windows 10,1803,Version 1803 (OS build 17134),2020-01-23,January 2020,10.0.17134.1276,Windows 10 - Version 1803 (OS build 17134),KB4534308
Windows 10,1803,Version 1803 (OS build 17134),2020-01-14,January 2020,10.0.17134.1246,Windows 10 - Version 1803 (OS build 17134),KB4534293
Windows 10,1803,Version 1803 (OS build 17134),2019-12-10,December 2019,10.0.17134.1184,Windows 10 - Version 1803 (OS build 17134),KB4530717
Windows 10,1803,Version 1803 (OS build 17134),2019-11-12,November 2019,10.0.17134.1130,Windows 10 - Version 1803 (OS build 17134),KB4525237
Windows 10,1803,Version 1803 (OS build 17134),2019-10-15,October 2019,10.0.17134.1099,Windows 10 - Version 1803 (OS build 17134),KB4519978
Windows 10,1803,Version 1803 (OS build 17134),2019-10-08,October 2019,10.0.17134.1069,Windows 10 - Version 1803 (OS build 17134),KB4520008
Windows 10,1803,Version 1803 (OS build 17134),2019-10-03,October 2019,10.0.17134.1040,Windows 10 - Version 1803 (OS build 17134),KB4524149
Windows 10,1803,Version 1803 (OS build 17134),2019-09-24,September 2019,10.0.17134.1039,Windows 10 - Version 1803 (OS build 17134),KB4516045
Windows 10,1803,Version 1803 (OS build 17134),2019-09-23,September 2019,10.0.17134.1009,Windows 10 - Version 1803 (OS build 17134),KB4522014
Windows 10,1803,Version 1803 (OS build 17134),2019-09-10,September 2019,10.0.17134.1006,Windows 10 - Version 1803 (OS build 17134),KB4516058
Windows 10,1803,Version 1803 (OS build 17134),2019-08-19,August 2019,10.0.17134.984,Windows 10 - Version 1803 (OS build 17134),KB4512509
Windows 10,1803,Version 1803 (OS build 17134),2019-08-13,August 2019,10.0.17134.950,Windows 10 - Version 1803 (OS build 17134),KB4512501
Windows 10,1803,Version 1803 (OS build 17134),2019-07-16,July 2019,10.0.17134.915,Windows 10 - Version 1803 (OS build 17134),KB4507466
Windows 10,1803,Version 1803 (OS build 17134),2019-07-09,July 2019,10.0.17134.885,Windows 10 - Version 1803 (OS build 17134),KB4507435
Windows 10,1803,Version 1803 (OS build 17134),2019-06-26,June 2019,10.0.17134.860,Windows 10 - Version 1803 (OS build 17134),KB4509478
Windows 10,1803,Version 1803 (OS build 17134),2019-06-18,June 2019,10.0.17134.858,Windows 10 - Version 1803 (OS build 17134),KB4503288
Windows 10,1803,Version 1803 (OS build 17134),2019-06-11,June 2019,10.0.17134.829,Windows 10 - Version 1803 (OS build 17134),KB4503286
Windows 10,1803,Version 1803 (OS build 17134),2019-05-21,May 2019,10.0.17134.799,Windows 10 - Version 1803 (OS build 17134),KB4499183
Windows 10,1803,Version 1803 (OS build 17134),2019-05-19,May 2019,10.0.17134.766,Windows 10 - Version 1803 (OS build 17134),KB4505064
Windows 10,1803,Version 1803 (OS build 17134),2019-05-14,May 2019,10.0.17134.765,Windows 10 - Version 1803 (OS build 17134),KB4499167
Windows 10,1803,Version 1803 (OS build 17134),2019-04-25,April 2019,10.0.17134.753,Windows 10 - Version 1803 (OS build 17134),KB4493437
Windows 10,1803,Version 1803 (OS build 17134),2019-04-09,April 2019,10.0.17134.706,Windows 10 - Version 1803 (OS build 17134),KB4493464
Windows 10,1803,Version 1803 (OS build 17134),2019-03-19,March 2019,10.0.17134.677,Windows 10 - Version 1803 (OS build 17134),KB4489894
Windows 10,1803,Version 1803 (OS build 17134),2019-03-12,March 2019,10.0.17134.648,Windows 10 - Version 1803 (OS build 17134),KB4489868
Windows 10,1803,Version 1803 (OS build 17134),2019-02-19,February 2019,10.0.17134.619,Windows 10 - Version 1803 (OS build 17134),KB4487029
Windows 10,1803,Version 1803 (OS build 17134),2019-02-12,February 2019,10.0.17134.590,Windows 10 - Version 1803 (OS build 17134),KB4487017
Windows 10,1803,Version 1803 (OS build 17134),2019-01-15,January 2019,10.0.17134.556,Windows 10 - Version 1803 (OS build 17134),KB4480976
Windows 10,1803,Version 1803 (OS build 17134),2019-01-08,January 2019,10.0.17134.523,Windows 10 - Version 1803 (OS build 17134),KB4480966
Windows 10,1803,Version 1803 (OS build 17134),2018-12-19,December 2018,10.0.17134.472,Windows 10 - Version 1803 (OS build 17134),KB4483234
Windows 10,1803,Version 1803 (OS build 17134),2018-12-11,December 2018,10.0.17134.471,Windows 10 - Version 1803 (OS build 17134),KB4471324
Windows 10,1803,Version 1803 (OS build 17134),2018-11-27,November 2018,10.0.17134.441,Windows 10 - Version 1803 (OS build 17134),KB4467682
Windows 10,1803,Version 1803 (OS build 17134),2018-11-13,November 2018,10.0.17134.407,Windows 10 - Version 1803 (OS build 17134),KB4467702
Windows 10,1803,Version 1803 (OS build 17134),2018-10-24,October 2018,10.0.17134.376,Windows 10 - Version 1803 (OS build 17134),KB4462933
Windows 10,1803,Version 1803 (OS build 17134),2018-10-09,October 2018,10.0.17134.345,Windows 10 - Version 1803 (OS build 17134),KB4462919
Windows 10,1803,Version 1803 (OS build 17134),2018-09-26,September 2018,10.0.17134.320,Windows 10 - Version 1803 (OS build 17134),KB4458469
Windows 10,1803,Version 1803 (OS build 17134),2018-09-17,September 2018,10.0.17134.286,Windows 10 - Version 1803 (OS build 17134),KB4464218
Windows 10,1803,Version 1803 (OS build 17134),2018-09-11,September 2018,10.0.17134.285,Windows 10 - Version 1803 (OS build 17134),KB4457128
Windows 10,1803,Version 1803 (OS build 17134),2018-08-30,August 2018,10.0.17134.254,Windows 10 - Version 1803 (OS build 17134),KB4346783
Windows 10,1803,Version 1803 (OS build 17134),2018-08-14,August 2018,10.0.17134.228,Windows 10 - Version 1803 (OS build 17134),KB4343909
Windows 10,1803,Version 1803 (OS build 17134),2018-07-24,July 2018,10.0.17134.191,Windows 10 - Version 1803 (OS build 17134),KB4340917
Windows 10,1803,Version 1803 (OS build 17134),2018-07-16,July 2018,10.0.17134.167,Windows 10 - Version 1803 (OS build 17134),KB4345421
Windows 10,1803,Version 1803 (OS build 17134),2018-07-10,July 2018,10.0.17134.165,Windows 10 - Version 1803 (OS build 17134),KB4338819
Windows 10,1803,Version 1803 (OS build 17134),2018-06-26,June 2018,10.0.17134.137,Windows 10 - Version 1803 (OS build 17134),KB4284848
Windows 10,1803,Version 1803 (OS build 17134),2018-06-12,June 2018,10.0.17134.112,Windows 10 - Version 1803 (OS build 17134),KB4284835
Windows 10,1803,Version 1803 (OS build 17134),2018-06-05,June 2018,10.0.17134.83,Windows 10 - Version 1803 (OS build 17134),KB4338548
Windows 10,1803,Version 1803 (OS build 17134),2018-05-23,May 2018,10.0.17134.81,Windows 10 - Version 1803 (OS build 17134),KB4100403
Windows 10,1803,Version 1803 (OS build 17134),2018-05-08,May 2018,10.0.17134.48,Windows 10 - Version 1803 (OS build 17134),KB4103721
Windows 10,1709,Version 1709 (OS build 16299),2020-10-13,October 2020,10.0.16299.2166,Windows 10 - Version 1709 (OS build 16299),KB4580328
Windows 10,1709,Version 1709 (OS build 16299),2020-09-08,September 2020,10.0.16299.2107,Windows 10 - Version 1709 (OS build 16299),KB4577041
Windows 10,1709,Version 1709 (OS build 16299),2020-08-11,August 2020,10.0.16299.2045,Windows 10 - Version 1709 (OS build 16299),KB4571741
Windows 10,1709,Version 1709 (OS build 16299),2020-07-14,July 2020,10.0.16299.1992,Windows 10 - Version 1709 (OS build 16299),KB4565508
Windows 10,1709,Version 1709 (OS build 16299),2020-06-18,June 2020,10.0.16299.1937,Windows 10 - Version 1709 (OS build 16299),KB4567515
Windows 10,1709,Version 1709 (OS build 16299),2020-06-09,June 2020,10.0.16299.1932,Windows 10 - Version 1709 (OS build 16299),KB4561602
Windows 10,1709,Version 1709 (OS build 16299),2020-05-12,May 2020,10.0.16299.1868,Windows 10 - Version 1709 (OS build 16299),KB4556812
Windows 10,1709,Version 1709 (OS build 16299),2020-04-14,April 2020,10.0.16299.1806,Windows 10 - Version 1709 (OS build 16299),KB4550927
Windows 10,1709,Version 1709 (OS build 16299),2020-03-30,March 2020,10.0.16299.1776,Windows 10 - Version 1709 (OS build 16299),KB4554342
Windows 10,1709,Version 1709 (OS build 16299),2020-03-17,March 2020,10.0.16299.1775,Windows 10 - Version 1709 (OS build 16299),KB4541330
Windows 10,1709,Version 1709 (OS build 16299),2020-03-10,March 2020,10.0.16299.1747,Windows 10 - Version 1709 (OS build 16299),KB4540681
Windows 10,1709,Version 1709 (OS build 16299),2020-02-25,February 2020,10.0.16299.1717,Windows 10 - Version 1709 (OS build 16299),KB4537816
Windows 10,1709,Version 1709 (OS build 16299),2020-02-11,February 2020,10.0.16299.1686,Windows 10 - Version 1709 (OS build 16299),KB4537789
Windows 10,1709,Version 1709 (OS build 16299),2020-01-23,January 2020,10.0.16299.1654,Windows 10 - Version 1709 (OS build 16299),KB4534318
Windows 10,1709,Version 1709 (OS build 16299),2020-01-14,January 2020,10.0.16299.1625,Windows 10 - Version 1709 (OS build 16299),KB4534276
Windows 10,1709,Version 1709 (OS build 16299),2019-12-10,December 2019,10.0.16299.1565,Windows 10 - Version 1709 (OS build 16299),KB4530714
Windows 10,1709,Version 1709 (OS build 16299),2019-11-12,November 2019,10.0.16299.1508,Windows 10 - Version 1709 (OS build 16299),KB4525241
Windows 10,1709,Version 1709 (OS build 16299),2019-10-15,October 2019,10.0.16299.1481,Windows 10 - Version 1709 (OS build 16299),KB4520006
Windows 10,1709,Version 1709 (OS build 16299),2019-10-08,October 2019,10.0.16299.1451,Windows 10 - Version 1709 (OS build 16299),KB4520004
Windows 10,1709,Version 1709 (OS build 16299),2019-10-03,October 2019,10.0.16299.1421,Windows 10 - Version 1709 (OS build 16299),KB4524150
Windows 10,1709,Version 1709 (OS build 16299),2019-09-24,September 2019,10.0.16299.1420,Windows 10 - Version 1709 (OS build 16299),KB4516071
Windows 10,1709,Version 1709 (OS build 16299),2019-09-23,September 2019,10.0.16299.1392,Windows 10 - Version 1709 (OS build 16299),KB4522012
Windows 10,1709,Version 1709 (OS build 16299),2019-09-10,September 2019,10.0.16299.1387,Windows 10 - Version 1709 (OS build 16299),KB4516066
Windows 10,1709,Version 1709 (OS build 16299),2019-08-16,August 2019,10.0.16299.1365,Windows 10 - Version 1709 (OS build 16299),KB4512494
Windows 10,1709,Version 1709 (OS build 16299),2019-08-13,August 2019,10.0.16299.1331,Windows 10 - Version 1709 (OS build 16299),KB4512516
Windows 10,1709,Version 1709 (OS build 16299),2019-07-16,July 2019,10.0.16299.1296,Windows 10 - Version 1709 (OS build 16299),KB4507465
Windows 10,1709,Version 1709 (OS build 16299),2019-07-09,July 2019,10.0.16299.1268,Windows 10 - Version 1709 (OS build 16299),KB4507455
Windows 10,1709,Version 1709 (OS build 16299),2019-06-26,June 2019,10.0.16299.1239,Windows 10 - Version 1709 (OS build 16299),KB4509477
Windows 10,1709,Version 1709 (OS build 16299),2019-06-18,June 2019,10.0.16299.1237,Windows 10 - Version 1709 (OS build 16299),KB4503281
Windows 10,1709,Version 1709 (OS build 16299),2019-06-11,June 2019,10.0.16299.1217,Windows 10 - Version 1709 (OS build 16299),KB4503284
Windows 10,1709,Version 1709 (OS build 16299),2019-05-28,May 2019,10.0.16299.1182,Windows 10 - Version 1709 (OS build 16299),KB4499147
Windows 10,1709,Version 1709 (OS build 16299),2019-05-19,May 2019,10.0.16299.1150,Windows 10 - Version 1709 (OS build 16299),KB4505062
Windows 10,1709,Version 1709 (OS build 16299),2019-05-14,May 2019,10.0.16299.1146,Windows 10 - Version 1709 (OS build 16299),KB4499179
Windows 10,1709,Version 1709 (OS build 16299),2019-04-25,April 2019,10.0.16299.1127,Windows 10 - Version 1709 (OS build 16299),KB4493440
Windows 10,1709,Version 1709 (OS build 16299),2019-04-09,April 2019,10.0.16299.1087,Windows 10 - Version 1709 (OS build 16299),KB4493441
Windows 10,1709,Version 1709 (OS build 16299),2019-03-19,March 2019,10.0.16299.1059,Windows 10 - Version 1709 (OS build 16299),KB4489890
Windows 10,1709,Version 1709 (OS build 16299),2019-03-12,March 2019,10.0.16299.1029,Windows 10 - Version 1709 (OS build 16299),KB4489886
Windows 10,1709,Version 1709 (OS build 16299),2019-02-19,February 2019,10.0.16299.1004,Windows 10 - Version 1709 (OS build 16299),KB4487021
Windows 10,1709,Version 1709 (OS build 16299),2019-02-12,February 2019,10.0.16299.967,Windows 10 - Version 1709 (OS build 16299),KB4486996
Windows 10,1709,Version 1709 (OS build 16299),2019-01-15,January 2019,10.0.16299.936,Windows 10 - Version 1709 (OS build 16299),KB4480967
Windows 10,1709,Version 1709 (OS build 16299),2019-01-08,January 2019,10.0.16299.904,Windows 10 - Version 1709 (OS build 16299),KB4480978
Windows 10,1709,Version 1709 (OS build 16299),2018-12-19,December 2018,10.0.16299.847,Windows 10 - Version 1709 (OS build 16299),KB4483232
Windows 10,1709,Version 1709 (OS build 16299),2018-12-11,December 2018,10.0.16299.846,Windows 10 - Version 1709 (OS build 16299),KB4471329
Windows 10,1709,Version 1709 (OS build 16299),2018-11-27,November 2018,10.0.16299.820,Windows 10 - Version 1709 (OS build 16299),KB4467681
Windows 10,1709,Version 1709 (OS build 16299),2018-11-13,November 2018,10.0.16299.785,Windows 10 - Version 1709 (OS build 16299),KB4467686
Windows 10,1709,Version 1709 (OS build 16299),2018-10-18,October 2018,10.0.16299.755,Windows 10 - Version 1709 (OS build 16299),KB4462932
Windows 10,1709,Version 1709 (OS build 16299),2018-10-09,October 2018,10.0.16299.726,Windows 10 - Version 1709 (OS build 16299),KB4462918
Windows 10,1709,Version 1709 (OS build 16299),2018-09-26,September 2018,10.0.16299.699,Windows 10 - Version 1709 (OS build 16299),KB4457136
Windows 10,1709,Version 1709 (OS build 16299),2018-09-17,September 2018,10.0.16299.666,Windows 10 - Version 1709 (OS build 16299),KB4464217
Windows 10,1709,Version 1709 (OS build 16299),2018-09-11,September 2018,10.0.16299.665,Windows 10 - Version 1709 (OS build 16299),KB4457142
Windows 10,1709,Version 1709 (OS build 16299),2018-08-30,August 2018,10.0.16299.637,Windows 10 - Version 1709 (OS build 16299),KB4343893
Windows 10,1709,Version 1709 (OS build 16299),2018-08-14,August 2018,10.0.16299.611,Windows 10 - Version 1709 (OS build 16299),KB4343897
Windows 10,1709,Version 1709 (OS build 16299),2018-07-24,July 2018,10.0.16299.579,Windows 10 - Version 1709 (OS build 16299),KB4338817
Windows 10,1709,Version 1709 (OS build 16299),2018-07-16,July 2018,10.0.16299.551,Windows 10 - Version 1709 (OS build 16299),KB4345420
Windows 10,1709,Version 1709 (OS build 16299),2018-07-10,July 2018,10.0.16299.547,Windows 10 - Version 1709 (OS build 16299),KB4338825
Windows 10,1709,Version 1709 (OS build 16299),2018-06-21,June 2018,10.0.16299.522,Windows 10 - Version 1709 (OS build 16299),KB4284822
Windows 10,1709,Version 1709 (OS build 16299),2018-06-12,June 2018,10.0.16299.492,Windows 10 - Version 1709 (OS build 16299),KB4284819
Windows 10,1709,Version 1709 (OS build 16299),2018-05-21,May 2018,10.0.16299.461,Windows 10 - Version 1709 (OS build 16299),KB4103714
Windows 10,1709,Version 1709 (OS build 16299),2018-05-08,May 2018,10.0.16299.431,Windows 10 - Version 1709 (OS build 16299),KB4103727
Windows 10,1709,Version 1709 (OS build 16299),2018-04-23,April 2018,10.0.16299.402,Windows 10 - Version 1709 (OS build 16299),KB4093105
Windows 10,1709,Version 1709 (OS build 16299),2018-04-10,April 2018,10.0.16299.371,Windows 10 - Version 1709 (OS build 16299),KB4093112
Windows 10,1709,Version 1709 (OS build 16299),2018-03-22,March 2018,10.0.16299.334,Windows 10 - Version 1709 (OS build 16299),KB4089848
Windows 10,1709,Version 1709 (OS build 16299),2018-03-13,March 2018,10.0.16299.309,Windows 10 - Version 1709 (OS build 16299),KB4088776
Windows 10,1709,Version 1709 (OS build 16299),2018-03-05,March 2018,10.0.16299.251,Windows 10 - Version 1709 (OS build 16299),KB4090913
Windows 10,1709,Version 1709 (OS build 16299),2018-02-13,February 2018,10.0.16299.248,Windows 10 - Version 1709 (OS build 16299),KB4074588
Windows 10,1709,Version 1709 (OS build 16299),2018-01-31,January 2018,10.0.16299.214,Windows 10 - Version 1709 (OS build 16299),KB4058258
Windows 10,1709,Version 1709 (OS build 16299),2018-01-18,January 2018,10.0.16299.201,Windows 10 - Version 1709 (OS build 16299),KB4073291
Windows 10,1709,Version 1709 (OS build 16299),2018-01-17,January 2018,10.0.16299.194,Windows 10 - Version 1709 (OS build 16299),KB4073290
Windows 10,1709,Version 1709 (OS build 16299),2018-01-03,January 2018,10.0.16299.192,Windows 10 - Version 1709 (OS build 16299),KB4056892
Windows 10,1709,Version 1709 (OS build 16299),2017-12-12,December 2017,10.0.16299.125,Windows 10 - Version 1709 (OS build 16299),KB4054517
Windows 10,1709,Version 1709 (OS build 16299),2017-11-30,November 2017,10.0.16299.98,Windows 10 - Version 1709 (OS build 16299),KB4051963
Windows 10,1709,Version 1709 (OS build 16299),2017-11-14,November 2017,10.0.16299.64,Windows 10 - Version 1709 (OS build 16299),KB4048955
Windows 10,1709,Version 1709 (OS build 16299),2017-10-17,October 2017,10.0.16299.19,Windows 10 - Version 1709 (OS build 16299),KB4043961
Windows 10,1703,Version 1703 (OS build 15063),2019-10-08,October 2019,10.0.15063.2108,Windows 10 - Version 1703 (OS build 15063),KB4520010
Windows 10,1703,Version 1703 (OS build 15063),2019-10-03,October 2019,10.0.15063.2079,Windows 10 - Version 1703 (OS build 15063),KB4524151
Windows 10,1703,Version 1703 (OS build 15063),2019-09-24,September 2019,10.0.15063.2078,Windows 10 - Version 1703 (OS build 15063),KB4516059
Windows 10,1703,Version 1703 (OS build 15063),2019-09-23,September 2019,10.0.15063.2046,Windows 10 - Version 1703 (OS build 15063),KB4522011
Windows 10,1703,Version 1703 (OS build 15063),2019-09-10,September 2019,10.0.15063.2045,Windows 10 - Version 1703 (OS build 15063),KB4516068
Windows 10,1703,Version 1703 (OS build 15063),2019-08-17,August 2019,10.0.15063.2021,Windows 10 - Version 1703 (OS build 15063),KB4512474
Windows 10,1703,Version 1703 (OS build 15063),2019-08-13,August 2019,10.0.15063.1988,Windows 10 - Version 1703 (OS build 15063),KB4512507
Windows 10,1703,Version 1703 (OS build 15063),2019-07-16,July 2019,10.0.15063.1955,Windows 10 - Version 1703 (OS build 15063),KB4507467
Windows 10,1703,Version 1703 (OS build 15063),2019-07-09,July 2019,10.0.15063.1928,Windows 10 - Version 1703 (OS build 15063),KB4507450
Windows 10,1703,Version 1703 (OS build 15063),2019-06-26,June 2019,10.0.15063.1898,Windows 10 - Version 1703 (OS build 15063),KB4509476
Windows 10,1703,Version 1703 (OS build 15063),2019-06-18,June 2019,10.0.15063.1897,Windows 10 - Version 1703 (OS build 15063),KB4503289
Windows 10,1703,Version 1703 (OS build 15063),2019-06-11,June 2019,10.0.15063.1868,Windows 10 - Version 1703 (OS build 15063),KB4503279
Windows 10,1703,Version 1703 (OS build 15063),2019-05-28,May 2019,10.0.15063.1839,Windows 10 - Version 1703 (OS build 15063),KB4499162
Windows 10,1703,Version 1703 (OS build 15063),2019-05-19,May 2019,10.0.15063.1808,Windows 10 - Version 1703 (OS build 15063),KB4505055
Windows 10,1703,Version 1703 (OS build 15063),2019-05-14,May 2019,10.0.15063.1805,Windows 10 - Version 1703 (OS build 15063),KB4499181
Windows 10,1703,Version 1703 (OS build 15063),2019-05-02,May 2019,10.0.15063.1785,Windows 10 - Version 1703 (OS build 15063),KB4502112
Windows 10,1703,Version 1703 (OS build 15063),2019-04-25,April 2019,10.0.15063.1784,Windows 10 - Version 1703 (OS build 15063),KB4493436
Windows 10,1703,Version 1703 (OS build 15063),2019-04-09,April 2019,10.0.15063.1746,Windows 10 - Version 1703 (OS build 15063),KB4493474
Windows 10,1703,Version 1703 (OS build 15063),2019-03-19,March 2019,10.0.15063.1716,Windows 10 - Version 1703 (OS build 15063),KB4489888
Windows 10,1703,Version 1703 (OS build 15063),2019-03-12,March 2019,10.0.15063.1689,Windows 10 - Version 1703 (OS build 15063),KB4489871
Windows 10,1703,Version 1703 (OS build 15063),2019-02-19,February 2019,10.0.15063.1659,Windows 10 - Version 1703 (OS build 15063),KB4487011
Windows 10,1703,Version 1703 (OS build 15063),2019-02-12,February 2019,10.0.15063.1631,Windows 10 - Version 1703 (OS build 15063),KB4487020
Windows 10,1703,Version 1703 (OS build 15063),2019-01-15,January 2019,10.0.15063.1596,Windows 10 - Version 1703 (OS build 15063),KB4480959
Windows 10,1703,Version 1703 (OS build 15063),2019-01-08,January 2019,10.0.15063.1563,Windows 10 - Version 1703 (OS build 15063),KB4480973
Windows 10,1703,Version 1703 (OS build 15063),2018-12-19,December 2018,10.0.15063.1508,Windows 10 - Version 1703 (OS build 15063),KB4483230
Windows 10,1703,Version 1703 (OS build 15063),2018-12-11,December 2018,10.0.15063.1506,Windows 10 - Version 1703 (OS build 15063),KB4471327
Windows 10,1703,Version 1703 (OS build 15063),2018-11-27,November 2018,10.0.15063.1478,Windows 10 - Version 1703 (OS build 15063),KB4467699
Windows 10,1703,Version 1703 (OS build 15063),2018-11-13,November 2018,10.0.15063.1446,Windows 10 - Version 1703 (OS build 15063),KB4467696
Windows 10,1703,Version 1703 (OS build 15063),2018-10-18,October 2018,10.0.15063.1418,Windows 10 - Version 1703 (OS build 15063),KB4462939
Windows 10,1703,Version 1703 (OS build 15063),2018-10-09,October 2018,10.0.15063.1387,Windows 10 - Version 1703 (OS build 15063),KB4462937
