os_major_version,feature_release_version,release_full_name,release_date,release_date_format,build_number,full_version,kb
Windows 10,1909,Version 1909 (OS build 18363),2020-10-13,October 2020,10.0.18363.1139,Windows 10 - Version 1909 (OS build 18363),KB4577671
Windows 10,1909,Version 1909 (OS build 18363),2020-09-16,September 2020,10.0.18363.1110,Windows 10 - Version 1909 (OS build 18363),KB4577062
Windows 10,1909,Version 1909 (OS build 18363),2020-09-08,September 2020,10.0.18363.1082,Windows 10 - Version 1909 (OS build 18363),KB4574727
Windows 10,1909,Version 1909 (OS build 18363),2020-08-20,August 2020,10.0.18363.1049,Windows 10 - Version 1909 (OS build 18363),KB4566116
Windows 10,1909,Version 1909 (OS build 18363),2020-08-11,August 2020,10.0.18363.1016,Windows 10 - Version 1909 (OS build 18363),KB4565351
Windows 10,1909,Version 1909 (OS build 18363),2020-07-21,July 2020,10.0.18363.997,Windows 10 - Version 1909 (OS build 18363),KB4559004
Windows 10,1909,Version 1909 (OS build 18363),2020-07-14,July 2020,10.0.18363.959,Windows 10 - Version 1909 (OS build 18363),KB4565483
Windows 10,1909,Version 1909 (OS build 18363),2020-06-16,June 2020,10.0.18363.904,Windows 10 - Version 1909 (OS build 18363),KB4567512
Windows 10,1909,Version 1909 (OS build 18363),2020-06-09,June 2020,10.0.18363.900,Windows 10 - Version 1909 (OS build 18363),KB4560960
Windows 10,1909,Version 1909 (OS build 18363),2020-05-12,May 2020,10.0.18363.836,Windows 10 - Version 1909 (OS build 18363),KB4556799
Windows 10,1909,Version 1909 (OS build 18363),2020-04-21,April 2020,10.0.18363.815,Windows 10 - Version 1909 (OS build 18363),KB4550945
Windows 10,1909,Version 1909 (OS build 18363),2020-04-14,April 2020,10.0.18363.778,Windows 10 - Version 1909 (OS build 18363),KB4549951
Windows 10,1909,Version 1909 (OS build 18363),2020-03-30,March 2020,10.0.18363.753,Windows 10 - Version 1909 (OS build 18363),KB4554364
Windows 10,1909,Version 1909 (OS build 18363),2020-03-24,March 2020,10.0.18363.752,Windows 10 - Version 1909 (OS build 18363),KB4541335
Windows 10,1909,Version 1909 (OS build 18363),2020-03-12,March 2020,10.0.18363.720,Windows 10 - Version 1909 (OS build 18363),KB4551762
Windows 10,1909,Version 1909 (OS build 18363),2020-03-10,March 2020,10.0.18363.719,Windows 10 - Version 1909 (OS build 18363),KB4540673
Windows 10,1909,Version 1909 (OS build 18363),2020-02-27,February 2020,10.0.18363.693,Windows 10 - Version 1909 (OS build 18363),KB4535996
Windows 10,1909,Version 1909 (OS build 18363),2020-02-11,February 2020,10.0.18363.657,Windows 10 - Version 1909 (OS build 18363),KB4532693
Windows 10,1909,Version 1909 (OS build 18363),2020-01-28,January 2020,10.0.18363.628,Windows 10 - Version 1909 (OS build 18363),KB4532695
Windows 10,1909,Version 1909 (OS build 18363),2020-01-14,January 2020,10.0.18363.592,Windows 10 - Version 1909 (OS build 18363),KB4528760
Windows 10,1909,Version 1909 (OS build 18363),2019-12-10,December 2019,10.0.18363.535,Windows 10 - Version 1909 (OS build 18363),KB4530684
Windows 10,1909,Version 1909 (OS build 18363),2019-11-12,November 2019,10.0.18363.476,Windows 10 - Version 1909 (OS build 18363),KB4524570
Windows 10,1903,Version 1903 (OS build 18362),2020-12-08,December 2020,10.0.18362.1256,Windows 10 - Version 1903 (OS build 18362),KB4592449
Windows 10,1903,Version 1903 (OS build 18362),2020-11-19,November 2020,10.0.18362.1237,Windows 10 - Version 1903 (OS build 18362),KB4586819
Windows 10,1903,Version 1903 (OS build 18362),2020-11-19,November 2020,10.0.18362.1199,Windows 10 - Version 1903 (OS build 18362),KB4594443
Windows 10,1903,Version 1903 (OS build 18362),2020-11-10,November 2020,10.0.18362.1198,Windows 10 - Version 1903 (OS build 18362),KB4586786
Windows 10,1903,Version 1903 (OS build 18362),2020-10-20,October 2020,10.0.18362.1171,Windows 10 - Version 1903 (OS build 18362),KB4580386
Windows 10,1903,Version 1903 (OS build 18362),2020-10-13,October 2020,10.0.18362.1139,Windows 10 - Version 1903 (OS build 18362),KB4577671
Windows 10,1903,Version 1903 (OS build 18362),2020-09-16,September 2020,10.0.18362.1110,Windows 10 - Version 1903 (OS build 18362),KB4577062
Windows 10,1903,Version 1903 (OS build 18362),2020-09-08,September 2020,10.0.18362.1082,Windows 10 - Version 1903 (OS build 18362),KB4574727
Windows 10,1903,Version 1903 (OS build 18362),2020-08-20,August 2020,10.0.18362.1049,Windows 10 - Version 1903 (OS build 18362),KB4566116
Windows 10,1903,Version 1903 (OS build 18362),2020-08-11,August 2020,10.0.18362.1016,Windows 10 - Version 1903 (OS build 18362),KB4565351
Windows 10,1903,Version 1903 (OS build 18362),2020-07-21,July 2020,10.0.18362.997,Windows 10 - Version 1903 (OS build 18362),KB4559004
Windows 10,1903,Version 1903 (OS build 18362),2020-07-14,July 2020,10.0.18362.959,Windows 10 - Version 1903 (OS build 18362),KB4565483
Windows 10,1903,Version 1903 (OS build 18362),2020-06-16,June 2020,10.0.18362.904,Windows 10 - Version 1903 (OS build 18362),KB4567512
Windows 10,1903,Version 1903 (OS build 18362),2020-06-09,June 2020,10.0.18362.900,Windows 10 - Version 1903 (OS build 18362),KB4560960
Windows 10,1903,Version 1903 (OS build 18362),2020-05-12,May 2020,10.0.18362.836,Windows 10 - Version 1903 (OS build 18362),KB4556799
Windows 10,1903,Version 1903 (OS build 18362),2020-04-21,April 2020,10.0.18362.815,Windows 10 - Version 1903 (OS build 18362),KB4550945
Windows 10,1903,Version 1903 (OS build 18362),2020-04-14,April 2020,10.0.18362.778,Windows 10 - Version 1903 (OS build 18362),KB4549951
Windows 10,1903,Version 1903 (OS build 18362),2020-03-30,March 2020,10.0.18362.753,Windows 10 - Version 1903 (OS build 18362),KB4554364
Windows 10,1903,Version 1903 (OS build 18362),2020-03-24,March 2020,10.0.18362.752,Windows 10 - Version 1903 (OS build 18362),KB4541335
Windows 10,1903,Version 1903 (OS build 18362),2020-03-12,March 2020,10.0.18362.720,Windows 10 - Version 1903 (OS build 18362),KB4551762
Windows 10,1903,Version 1903 (OS build 18362),2020-03-10,March 2020,10.0.18362.719,Windows 10 - Version 1903 (OS build 18362),KB4540673
Windows 10,1903,Version 1903 (OS build 18362),2020-02-27,February 2020,10.0.18362.693,Windows 10 - Version 1903 (OS build 18362),KB4535996
Windows 10,1903,Version 1903 (OS build 18362),2020-02-11,February 2020,10.0.18362.657,Windows 10 - Version 1903 (OS build 18362),KB4532693
Windows 10,1903,Version 1903 (OS build 18362),2020-01-28,January 2020,10.0.18362.628,Windows 10 - Version 1903 (OS build 18362),KB4532695
Windows 10,1903,Version 1903 (OS build 18362),2020-01-14,January 2020,10.0.18362.592,Windows 10 - Version 1903 (OS build 18362),KB4528760
Windows 10,1903,Version 1903 (OS build 18362),2019-12-10,December 2019,10.0.18362.535,Windows 10 - Version 1903 (OS build 18362),KB4530684
Windows 10,1903,Version 1903 (OS build 18362),2019-11-12,November 2019,10.0.18362.476,Windows 10 - Version 1903 (OS build 18362),KB4524570
Windows 10,1903,Version 1903 (OS build 18362),2019-10-24,October 2019,10.0.18362.449,Windows 10 - Version 1903 (OS build 18362),KB4522355
Windows 10,1903,Version 1903 (OS build 18362),2019-10-08,October 2019,10.0.18362.418,Windows 10 - Version 1903 (OS build 18362),KB4517389
Windows 10,1903,Version 1903 (OS build 18362),2019-10-03,October 2019,10.0.18362.388,Windows 10 - Version 1903 (OS build 18362),KB4524147
Windows 10,1903,Version 1903 (OS build 18362),2019-09-26,September 2019,10.0.18362.387,Windows 10 - Version 1903 (OS build 18362),KB4517211
Windows 10,1903,Version 1903 (OS build 18362),2019-09-23,September 2019,10.0.18362.357,Windows 10 - Version 1903 (OS build 18362),KB4522016
Windows 10,1903,Version 1903 (OS build 18362),2019-09-10,September 2019,10.0.18362.356,Windows 10 - Version 1903 (OS build 18362),KB4515384
Windows 10,1903,Version 1903 (OS build 18362),2019-08-30,August 2019,10.0.18362.329,Windows 10 - Version 1903 (OS build 18362),KB4512941
Windows 10,1903,Version 1903 (OS build 18362),2019-08-13,August 2019,10.0.18362.295,Windows 10 - Version 1903 (OS build 18362),KB4512508
Windows 10,1903,Version 1903 (OS build 18362),2019-07-26,July 2019,10.0.18362.267,Windows 10 - Version 1903 (OS build 18362),KB4505903
Windows 10,1903,Version 1903 (OS build 18362),2019-07-09,July 2019,10.0.18362.239,Windows 10 - Version 1903 (OS build 18362),KB4507453
Windows 10,1903,Version 1903 (OS build 18362),2019-06-27,June 2019,10.0.18362.207,Windows 10 - Version 1903 (OS build 18362),KB4501375
Windows 10,1903,Version 1903 (OS build 18362),2019-06-11,June 2019,10.0.18362.175,Windows 10 - Version 1903 (OS build 18362),KB4503293
Windows 10,1903,Version 1903 (OS build 18362),2019-05-29,May 2019,10.0.18362.145,Windows 10 - Version 1903 (OS build 18362),KB4497935
Windows 10,1903,Version 1903 (OS build 18362),2019-05-21,May 2019,10.0.18362.116,Windows 10 - Version 1903 (OS build 18362),KB4505057
Windows 10,1809,Version 1809 (OS build 17763),2025-10-14,October 2025,10.0.17763.7919,Windows 10 - Version 1809 (OS build 17763),KB5066586
Windows 10,1809,Version 1809 (OS build 17763),2025-09-09,September 2025,10.0.17763.7792,Windows 10 - Version 1809 (OS build 17763),KB5065428
Windows 10,1809,Version 1809 (OS build 17763),2025-08-19,August 2025,10.0.17763.7683,Windows 10 - Version 1809 (OS build 17763),KB5066187
Windows 10,1809,Version 1809 (OS build 17763),2025-08-12,August 2025,10.0.17763.7678,Windows 10 - Version 1809 (OS build 17763),KB5063877
Windows 10,1809,Version 1809 (OS build 17763),2025-07-08,July 2025,10.0.17763.7558,Windows 10 - Version 1809 (OS build 17763),KB5062557
Windows 10,1809,Version 1809 (OS build 17763),2025-06-10,June 2025,10.0.17763.7434,Windows 10 - Version 1809 (OS build 17763),KB5060531
Windows 10,1809,Version 1809 (OS build 17763),2025-05-27,May 2025,10.0.17763.7322,Windows 10 - Version 1809 (OS build 17763),KB5061978
Windows 10,1809,Version 1809 (OS build 17763),2025-05-13,May 2025,10.0.17763.7314,Windows 10 - Version 1809 (OS build 17763),KB5058392
Windows 10,1809,Version 1809 (OS build 17763),2025-04-16,April 2025,10.0.17763.7249,Windows 10 - Version 1809 (OS build 17763),KB5059091
Windows 10,1809,Version 1809 (OS build 17763),2025-04-11,April 2025,10.0.17763.7240,Windows 10 - Version 1809 (OS build 17763),KB5058922
Windows 10,1809,Version 1809 (OS build 17763),2025-04-08,April 2025,10.0.17763.7136,Windows 10 - Version 1809 (OS build 17763),KB5055519
Windows 10,1809,Version 1809 (OS build 17763),2025-03-11,March 2025,10.0.17763.7009,Windows 10 - Version 1809 (OS build 17763),KB5053596
Windows 10,1809,Version 1809 (OS build 17763),2025-02-11,February 2025,10.0.17763.6893,Windows 10 - Version 1809 (OS build 17763),KB5052000
Windows 10,1809,Version 1809 (OS build 17763),2025-01-14,January 2025,10.0.17763.6775,Windows 10 - Version 1809 (OS build 17763),KB5050008
Windows 10,1809,Version 1809 (OS build 17763),2024-12-10,December 2024,10.0.17763.6659,Windows 10 - Version 1809 (OS build 17763),KB5048661
Windows 10,1809,Version 1809 (OS build 17763),2024-11-12,November 2024,10.0.17763.6532,Windows 10 - Version 1809 (OS build 17763),KB5046615
Windows 10,1809,Version 1809 (OS build 17763),2024-10-08,October 2024,10.0.17763.6414,Windows 10 - Version 1809 (OS build 17763),KB5044277
Windows 10,1809,Version 1809 (OS build 17763),2024-09-10,September 2024,10.0.17763.6293,Windows 10 - Version 1809 (OS build 17763),KB5043050
Windows 10,1809,Version 1809 (OS build 17763),2024-08-13,August 2024,10.0.17763.6189,Windows 10 - Version 1809 (OS build 17763),KB5041578
Windows 10,1809,Version 1809 (OS build 17763),2024-07-09,July 2024,10.0.17763.6054,Windows 10 - Version 1809 (OS build 17763),KB5040430
Windows 10,1809,Version 1809 (OS build 17763),2024-06-11,June 2024,10.0.17763.5936,Windows 10 - Version 1809 (OS build 17763),KB5039217
Windows 10,1809,Version 1809 (OS build 17763),2024-05-23,May 2024,10.0.17763.5830,Windows 10 - Version 1809 (OS build 17763),KB5039705
Windows 10,1809,Version 1809 (OS build 17763),2024-05-14,May 2024,10.0.17763.5820,Windows 10 - Version 1809 (OS build 17763),KB5037765
Windows 10,1809,Version 1809 (OS build 17763),2024-04-09,April 2024,10.0.17763.5696,Windows 10 - Version 1809 (OS build 17763),KB5036896
Windows 10,1809,Version 1809 (OS build 17763),2024-03-25,March 2024,10.0.17763.5579,Windows 10 - Version 1809 (OS build 17763),KB5037425
Windows 10,1809,Version 1809 (OS build 17763),2024-03-12,March 2024,10.0.17763.5576,Windows 10 - Version 1809 (OS build 17763),KB5035849
Windows 10,1809,Version 1809 (OS build 17763),2024-02-13,February 2024,10.0.17763.5458,Windows 10 - Version 1809 (OS build 17763),KB5034768
Windows 10,1809,Version 1809 (OS build 17763),2024-01-09,January 2024,10.0.17763.5329,Windows 10 - Version 1809 (OS build 17763),KB5034127
Windows 10,1809,Version 1809 (OS build 17763),2023-12-12,December 2023,10.0.17763.5206,Windows 10 - Version 1809 (OS build 17763),KB5033371
Windows 10,1809,Version 1809 (OS build 17763),2023-11-14,November 2023,10.0.17763.5122,Windows 10 - Version 1809 (OS build 17763),KB5032196
Windows 10,1809,Version 1809 (OS build 17763),2023-10-10,October 2023,10.0.17763.4974,Windows 10 - Version 1809 (OS build 17763),KB5031361
Windows 10,1809,Version 1809 (OS build 17763),2023-09-12,September 2023,10.0.17763.4851,Windows 10 - Version 1809 (OS build 17763),KB5030214
Windows 10,1809,Version 1809 (OS build 17763),2023-08-08,August 2023,10.0.17763.4737,Windows 10 - Version 1809 (OS build 17763),KB5029247
Windows 10,1809,Version 1809 (OS build 17763),2023-07-11,July 2023,10.0.17763.4645,Windows 10 - Version 1809 (OS build 17763),KB5028168
Windows 10,1809,Version 1809 (OS build 17763),2023-06-13,June 2023,10.0.17763.4499,Windows 10 - Version 1809 (OS build 17763),KB5027222
Windows 10,1809,Version 1809 (OS build 17763),2023-05-09,May 2023,10.0.17763.4377,Windows 10 - Version 1809 (OS build 17763),KB5026362
Windows 10,1809,Version 1809 (OS build 17763),2023-04-11,April 2023,10.0.17763.4252,Windows 10 - Version 1809 (OS build 17763),KB5025229
Windows 10,1809,Version 1809 (OS build 17763),2023-03-14,March 2023,10.0.17763.4131,Windows 10 - Version 1809 (OS build 17763),KB5023702
Windows 10,1809,Version 1809 (OS build 17763),2023-02-14,February 2023,10.0.17763.4010,Windows 10 - Version 1809 (OS build 17763),KB5022840
Windows 10,1809,Version 1809 (OS build 17763),2023-01-10,January 2023,10.0.17763.3887,Windows 10 - Version 1809 (OS build 17763),KB5022286
Windows 10,1809,Version 1809 (OS build 17763),2022-12-20,December 2022,10.0.17763.3772,Windows 10 - Version 1809 (OS build 17763),KB5022554
Windows 10,1809,Version 1809 (OS build 17763),2022-12-13,December 2022,10.0.17763.3770,Windows 10 - Version 1809 (OS build 17763),KB5021237
Windows 10,1809,Version 1809 (OS build 17763),2022-11-17,November 2022,10.0.17763.3653,Windows 10 - Version 1809 (OS build 17763),KB5021655
Windows 10,1809,Version 1809 (OS build 17763),2022-11-08,November 2022,10.0.17763.3650,Windows 10 - Version 1809 (OS build 17763),KB5019966
Windows 10,1809,Version 1809 (OS build 17763),2022-10-17,October 2022,10.0.17763.3534,Windows 10 - Version 1809 (OS build 17763),KB5020438
Windows 10,1809,Version 1809 (OS build 17763),2022-10-11,October 2022,10.0.17763.3532,Windows 10 - Version 1809 (OS build 17763),KB5018419
Windows 10,1809,Version 1809 (OS build 17763),2022-09-20,September 2022,10.0.17763.3469,Windows 10 - Version 1809 (OS build 17763),KB5017379
Windows 10,1809,Version 1809 (OS build 17763),2022-09-13,September 2022,10.0.17763.3406,Windows 10 - Version 1809 (OS build 17763),KB5017315
Windows 10,1809,Version 1809 (OS build 17763),2022-08-23,August 2022,10.0.17763.3346,Windows 10 - Version 1809 (OS build 17763),KB5016690
Windows 10,1809,Version 1809 (OS build 17763),2022-08-09,August 2022,10.0.17763.3287,Windows 10 - Version 1809 (OS build 17763),KB5016623
Windows 10,1809,Version 1809 (OS build 17763),2022-07-21,July 2022,10.0.17763.3232,Windows 10 - Version 1809 (OS build 17763),KB5015880
Windows 10,1809,Version 1809 (OS build 17763),2022-07-12,July 2022,10.0.17763.3165,Windows 10 - Version 1809 (OS build 17763),KB5015811
Windows 10,1809,Version 1809 (OS build 17763),2022-06-23,June 2022,10.0.17763.3113,Windows 10 - Version 1809 (OS build 17763),KB5014669
Windows 10,1809,Version 1809 (OS build 17763),2022-06-14,June 2022,10.0.17763.3046,Windows 10 - Version 1809 (OS build 17763),KB5014692
Windows 10,1809,Version 1809 (OS build 17763),2022-05-24,May 2022,10.0.17763.2989,Windows 10 - Version 1809 (OS build 17763),KB5014022
Windows 10,1809,Version 1809 (OS build 17763),2022-05-19,May 2022,10.0.17763.2931,Windows 10 - Version 1809 (OS build 17763),KB5015018
Windows 10,1809,Version 1809 (OS build 17763),2022-05-10,May 2022,10.0.17763.2928,Windows 10 - Version 1809 (OS build 17763),KB5013941
Windows 10,1809,Version 1809 (OS build 17763),2022-04-21,April 2022,10.0.17763.2867,Windows 10 - Version 1809 (OS build 17763),KB5012636
Windows 10,1809,Version 1809 (OS build 17763),2022-04-12,April 2022,10.0.17763.2803,Windows 10 - Version 1809 (OS build 17763),KB5012647
Windows 10,1809,Version 1809 (OS build 17763),2022-03-22,March 2022,10.0.17763.2746,Windows 10 - Version 1809 (OS build 17763),KB5011551
Windows 10,1809,Version 1809 (OS build 17763),2022-03-08,March 2022,10.0.17763.2686,Windows 10 - Version 1809 (OS build 17763),KB5011503
Windows 10,1809,Version 1809 (OS build 17763),2022-02-15,February 2022,10.0.17763.2628,Windows 10 - Version 1809 (OS build 17763),KB5010427
Windows 10,1809,Version 1809 (OS build 17763),2022-02-08,February 2022,10.0.17763.2565,Windows 10 - Version 1809 (OS build 17763),KB5010351
Windows 10,1809,Version 1809 (OS build 17763),2022-01-25,January 2022,10.0.17763.2510,Windows 10 - Version 1809 (OS build 17763),KB5009616
Windows 10,1809,Version 1809 (OS build 17763),2022-01-18,January 2022,10.0.17763.2458,Windows 10 - Version 1809 (OS build 17763),KB5010791
Windows 10,1809,Version 1809 (OS build 17763),2022-01-11,January 2022,10.0.17763.2452,Windows 10 - Version 1809 (OS build 17763),KB5009557
Windows 10,1809,Version 1809 (OS build 17763),2022-01-04,January 2022,10.0.17763.2369,Windows 10 - Version 1809 (OS build 17763),KB5010196
Windows 10,1809,Version 1809 (OS build 17763),2021-12-14,December 2021,10.0.17763.2366,Windows 10 - Version 1809 (OS build 17763),KB5008218
Windows 10,1809,Version 1809 (OS build 17763),2021-11-22,November 2021,10.0.17763.2330,Windows 10 - Version 1809 (OS build 17763),KB5007266
Windows 10,1809,Version 1809 (OS build 17763),2021-11-14,November 2021,10.0.17763.2305,Windows 10 - Version 1809 (OS build 17763),KB5008602
Windows 10,1809,Version 1809 (OS build 17763),2021-11-09,November 2021,10.0.17763.2300,Windows 10 - Version 1809 (OS build 17763),KB5007206
Windows 10,1809,Version 1809 (OS build 17763),2021-10-19,October 2021,10.0.17763.2268,Windows 10 - Version 1809 (OS build 17763),KB5006744
Windows 10,1809,Version 1809 (OS build 17763),2021-10-12,October 2021,10.0.17763.2237,Windows 10 - Version 1809 (OS build 17763),KB5006672
Windows 10,1809,Version 1809 (OS build 17763),2021-09-21,September 2021,10.0.17763.2213,Windows 10 - Version 1809 (OS build 17763),KB5005625
Windows 10,1809,Version 1809 (OS build 17763),2021-09-14,September 2021,10.0.17763.2183,Windows 10 - Version 1809 (OS build 17763),KB5005568
Windows 10,1809,Version 1809 (OS build 17763),2021-08-26,August 2021,10.0.17763.2145,Windows 10 - Version 1809 (OS build 17763),KB5005102
Windows 10,1809,Version 1809 (OS build 17763),2021-08-10,August 2021,10.0.17763.2114,Windows 10 - Version 1809 (OS build 17763),KB5005030
Windows 10,1809,Version 1809 (OS build 17763),2021-07-27,July 2021,10.0.17763.2091,Windows 10 - Version 1809 (OS build 17763),KB5005394
Windows 10,1809,Version 1809 (OS build 17763),2021-07-20,July 2021,10.0.17763.2090,Windows 10 - Version 1809 (OS build 17763),KB5004308
Windows 10,1809,Version 1809 (OS build 17763),2021-07-13,July 2021,10.0.17763.2061,Windows 10 - Version 1809 (OS build 17763),KB5004244
Windows 10,1809,Version 1809 (OS build 17763),2021-07-06,July 2021,10.0.17763.2029,Windows 10 - Version 1809 (OS build 17763),KB5004947
Windows 10,1809,Version 1809 (OS build 17763),2021-06-15,June 2021,10.0.17763.2028,Windows 10 - Version 1809 (OS build 17763),KB5003703
Windows 10,1809,Version 1809 (OS build 17763),2021-06-08,June 2021,10.0.17763.1999,Windows 10 - Version 1809 (OS build 17763),KB5003646
Windows 10,1809,Version 1809 (OS build 17763),2021-05-20,May 2021,10.0.17763.1971,Windows 10 - Version 1809 (OS build 17763),KB5003217
Windows 10,1809,Version 1809 (OS build 17763),2021-05-11,May 2021,10.0.17763.1935,Windows 10 - Version 1809 (OS build 17763),KB5003171
Windows 10,1809,Version 1809 (OS build 17763),2021-04-22,April 2021,10.0.17763.1911,Windows 10 - Version 1809 (OS build 17763),KB5001384
Windows 10,1809,Version 1809 (OS build 17763),2021-04-13,April 2021,10.0.17763.1879,Windows 10 - Version 1809 (OS build 17763),KB5001342
Windows 10,1809,Version 1809 (OS build 17763),2021-03-25,March 2021,10.0.17763.1852,Windows 10 - Version 1809 (OS build 17763),KB5000854
Windows 10,1809,Version 1809 (OS build 17763),2021-03-18,March 2021,10.0.17763.1823,Windows 10 - Version 1809 (OS build 17763),KB5001638
Windows 10,1809,Version 1809 (OS build 17763),2021-03-15,March 2021,10.0.17763.1821,Windows 10 - Version 1809 (OS build 17763),KB5001568
Windows 10,1809,Version 1809 (OS build 17763),2021-03-09,March 2021,10.0.17763.1817,Windows 10 - Version 1809 (OS build 17763),KB5000822
Windows 10,1809,Version 1809 (OS build 17763),2021-02-16,February 2021,10.0.17763.1790,Windows 10 - Version 1809 (OS build 17763),KB4601383
Windows 10,1809,Version 1809 (OS build 17763),2021-02-09,February 2021,10.0.17763.1757,Windows 10 - Version 1809 (OS build 17763),KB4601345
Windows 10,1809,Version 1809 (OS build 17763),2021-01-21,January 2021,10.0.17763.1728,Windows 10 - Version 1809 (OS build 17763),KB4598296
Windows 10,1809,Version 1809 (OS build 17763),2021-01-12,January 2021,10.0.17763.1697,Windows 10 - Version 1809 (OS build 17763),KB4598230
Windows 10,1809,Version 1809 (OS build 17763),2020-12-08,December 2020,10.0.17763.1637,Windows 10 - Version 1809 (OS build 17763),KB4592440
Windows 10,1809,Version 1809 (OS build 17763),2020-11-19,November 2020,10.0.17763.1613,Windows 10 - Version 1809 (OS build 17763),KB4586839
Windows 10,1809,Version 1809 (OS build 17763),2020-11-17,November 2020,10.0.17763.1579,Windows 10 - Version 1809 (OS build 17763),KB4594442
Windows 10,1809,Version 1809 (OS build 17763),2020-11-10,November 2020,10.0.17763.1577,Windows 10 - Version 1809 (OS build 17763),KB4586793
Windows 10,1809,Version 1809 (OS build 17763),2020-10-20,October 2020,10.0.17763.1554,Windows 10 - Version 1809 (OS build 17763),KB4580390
Windows 10,1809,Version 1809 (OS build 17763),2020-10-13,October 2020,10.0.17763.1518,Windows 10 - Version 1809 (OS build 17763),KB4577668
Windows 10,1809,Version 1809 (OS build 17763),2020-09-16,September 2020,10.0.17763.1490,Windows 10 - Version 1809 (OS build 17763),KB4577069
Windows 10,1809,Version 1809 (OS build 17763),2020-09-08,September 2020,10.0.17763.1457,Windows 10 - Version 1809 (OS build 17763),KB4570333
Windows 10,1809,Version 1809 (OS build 17763),2020-08-20,August 2020,10.0.17763.1432,Windows 10 - Version 1809 (OS build 17763),KB4571748
Windows 10,1809,Version 1809 (OS build 17763),2020-08-11,August 2020,10.0.17763.1397,Windows 10 - Version 1809 (OS build 17763),KB4565349
Windows 10,1809,Version 1809 (OS build 17763),2020-07-21,July 2020,10.0.17763.1369,Windows 10 - Version 1809 (OS build 17763),KB4559003
Windows 10,1809,Version 1809 (OS build 17763),2020-07-14,July 2020,10.0.17763.1339,Windows 10 - Version 1809 (OS build 17763),KB4558998
Windows 10,1809,Version 1809 (OS build 17763),2020-06-16,June 2020,10.0.17763.1294,Windows 10 - Version 1809 (OS build 17763),KB4567513
Windows 10,1809,Version 1809 (OS build 17763),2020-06-09,June 2020,10.0.17763.1282,Windows 10 - Version 1809 (OS build 17763),KB4561608
Windows 10,1809,Version 1809 (OS build 17763),2020-05-12,May 2020,10.0.17763.1217,Windows 10 - Version 1809 (OS build 17763),KB4551853
Windows 10,1809,Version 1809 (OS build 17763),2020-04-21,April 2020,10.0.17763.1192,Windows 10 - Version 1809 (OS build 17763),KB4550969
Windows 10,1809,Version 1809 (OS build 17763),2020-04-14,April 2020,10.0.17763.1158,Windows 10 - Version 1809 (OS build 17763),KB4549949
Windows 10,1809,Version 1809 (OS build 17763),2020-03-30,March 2020,10.0.17763.1132,Windows 10 - Version 1809 (OS build 17763),KB4554354
Windows 10,1809,Version 1809 (OS build 17763),2020-03-17,March 2020,10.0.17763.1131,Windows 10 - Version 1809 (OS build 17763),KB4541331
Windows 10,1809,Version 1809 (OS build 17763),2020-03-10,March 2020,10.0.17763.1098,Windows 10 - Version 1809 (OS build 17763),KB4538461
Windows 10,1809,Version 1809 (OS build 17763),2020-02-25,February 2020,10.0.17763.1075,Windows 10 - Version 1809 (OS build 17763),KB4537818
Windows 10,1809,Version 1809 (OS build 17763),2020-02-11,February 2020,10.0.17763.1039,Windows 10 - Version 1809 (OS build 17763),KB4532691
Windows 10,1809,Version 1809 (OS build 17763),2020-01-23,January 2020,10.0.17763.1012,Windows 10 - Version 1809 (OS build 17763),KB4534321
Windows 10,1809,Version 1809 (OS build 17763),2020-01-14,January 2020,10.0.17763.973,Windows 10 - Version 1809 (OS build 17763),KB4534273
Windows 10,1809,Version 1809 (OS build 17763),2019-12-10,December 2019,10.0.17763.914,Windows 10 - Version 1809 (OS build 17763),KB4530715
Windows 10,1809,Version 1809 (OS build 17763),2019-11-12,November 2019,10.0.17763.864,Windows 10 - Version 1809 (OS build 17763),KB4523205
Windows 10,1809,Version 1809 (OS build 17763),2019-10-15,October 2019,10.0.17763.832,Windows 10 - Version 1809 (OS build 17763),KB4520062
Windows 10,1809,Version 1809 (OS build 17763),2019-10-08,October 2019,10.0.17763.805,Windows 10 - Version 1809 (OS build 17763),KB4519338
Windows 10,1809,Version 1809 (OS build 17763),2019-10-03,October 2019,10.0.17763.775,Windows 10 - Version 1809 (OS build 17763),KB4524148
Windows 10,1809,Version 1809 (OS build 17763),2019-09-24,September 2019,10.0.17763.774,Windows 10 - Version 1809 (OS build 17763),KB4516077
Windows 10,1809,Version 1809 (OS build 17763),2019-09-23,September 2019,10.0.17763.740,Windows 10 - Version 1809 (OS build 17763),KB4522015
Windows 10,1809,Version 1809 (OS build 17763),2019-09-10,September 2019,10.0.17763.737,Windows 10 - Version 1809 (OS build 17763),KB4512578
Windows 10,1809,Version 1809 (OS build 17763),2019-08-17,August 2019,10.0.17763.720,Windows 10 - Version 1809 (OS build 17763),KB4512534
Windows 10,1809,Version 1809 (OS build 17763),2019-08-13,August 2019,10.0.17763.678,Windows 10 - Version 1809 (OS build 17763),KB4511553
Windows 10,1809,Version 1809 (OS build 17763),2019-07-22,July 2019,10.0.17763.652,Windows 10 - Version 1809 (OS build 17763),KB4505658
Windows 10,1809,Version 1809 (OS build 17763),2019-07-09,July 2019,10.0.17763.615,Windows 10 - Version 1809 (OS build 17763),KB4507469
